latitude,longitude,state
24.75861716158397,88.11234124834664,Unknown
26.85374439206788,74.25468277768778,Rajasthan
21.91773791174319,76.24072417005846,Madhya Pradesh
26.85020430526191,72.19944703102828,Rajasthan
15.73927916747644,78.3478221704745,Andhra Pradesh
27.23748212356452,81.98224985402885,Uttar Pradesh
22.175840952980252,79.0146132047903,Madhya Pradesh
24.5391196560289,78.84620633624854,Uttar Pradesh
28.46856347512039,95.34269351241346,Arunachal Pradesh
26.114838157013878,82.68254048937888,Uttar Pradesh
9.857005665378324,77.39784128863266,Tamilnadu
22.68679146137771,78.35469949016351,Madhya Pradesh
25.053555695100044,91.41067867287711,Unknown
21.099397948084004,80.13898081981915,Maharashtra
21.386732973237713,76.73850939867407,Maharashtra
23.33999405380888,93.41489733265917,Unknown
21.77615060428434,80.68898196032296,Madhya Pradesh
24.217812325242335,77.75931792692882,Madhya Pradesh
17.45028071174525,74.71826489178147,Maharashtra
12.32218815144185,78.62450166615781,Tamilnadu
16.31947151072947,74.96414523245994,Karnataka
20.973472291785583,73.48338671616511,Gujarat
25.933335966698223,79.67417135989763,Uttar Pradesh
27.254125785106055,92.25043230091433,Arunachal Pradesh
29.818316537978433,80.49729259811465,Uttarakhand
35.61125033226688,73.18983002698178,Unknown
24.71914478957791,82.04217209068884,Madhya Pradesh
11.897347930912488,77.00203414283169,Karnataka
34.29083028320008,77.98990968361795,Ladakh
19.08029670853503,81.2854710819538,Chhattishgarh
13.79074729533528,75.07559650466374,Karnataka
23.661756019031145,76.85713413171743,Madhya Pradesh
29.64103537582355,79.14282663653194,Uttarakhand
30.209027351419934,75.59795241718348,Punjab
24.354453210040788,76.83511130747138,Madhya Pradesh
24.96774900200512,78.03177539099215,Madhya Pradesh
15.812652113904392,76.65334623890885,Karnataka
19.1740645557484,84.15990360240176,Odisha
25.414551601824314,80.7873531104724,Uttar Pradesh
21.888066447872035,74.5458446689313,Madhya Pradesh
16.15010502895072,79.2710486245187,Andhra Pradesh
23.742994141196675,81.48145567921256,Madhya Pradesh
14.493385826005522,77.00198280536097,Andhra Pradesh
23.74510970677079,84.61133870050617,Jharkhand
26.693769647431907,85.96583983776327,Unknown
20.57265444968914,82.55659161051244,Odisha
35.56029894590881,75.54379804042856,Ladakh
30.819259917586407,74.41241525509486,Punjab
24.008195541423106,70.34027288783363,Gujarat
35.77968531860182,79.87271332375349,Unknown
21.81423987730713,79.48822038608341,Madhya Pradesh
23.018458395505718,84.85343290271885,Jharkhand
26.55337045129835,90.0382379416842,Assam
16.464009900825374,73.78445911599283,Maharashtra
14.292948616592412,76.60407652742379,Karnataka
16.98593427420184,80.00689521181357,Telengana
24.699722806484885,75.37704252719504,Rajasthan
22.673782854724266,81.39649977071804,Madhya Pradesh
28.300290136584806,72.4073376433721,Rajasthan
10.421315102045554,79.41170663944104,Tamilnadu
34.733779603602045,75.05254502961543,Jammu and Kashmir
29.670127938513247,79.14037194487628,Uttarakhand
22.473986174716117,74.00746243395406,Gujarat
25.69359409487089,77.44129465482365,Madhya Pradesh
16.890135726509016,73.83818663118564,Maharashtra
24.910760070340984,79.86640261763023,Madhya Pradesh
28.166920599125888,96.63259119623581,Arunachal Pradesh
31.61676954170065,77.68947424870476,Himachal Pradesh
18.294360056556172,75.24848399356688,Maharashtra
28.360556477380953,94.03680325576715,Arunachal Pradesh
27.370461685707483,95.54802057864981,Assam
23.227852913600827,82.86337482861109,Chhattishgarh
22.40305916155222,71.23926900639071,Gujarat
24.58170576877012,71.50029009815671,Gujarat
18.36017495806533,82.2109164555659,Odisha
15.366035409054462,74.34525966387946,Karnataka
18.197291563339633,82.8466188485836,Andhra Pradesh
26.640284431818884,95.299166942792,Unknown
20.185893904344482,80.67872682519919,Chhattishgarh
21.409573807287188,69.88801187440163,Gujarat
27.205190955044998,79.37372641804541,Uttar Pradesh
17.563372543073285,73.17364921676517,Maharashtra
11.93734969946145,79.08773202350767,Tamilnadu
26.24077391629976,89.90521875226659,Assam
25.826648419121057,92.99972550276289,Assam
33.61273190907008,73.58356656146361,Jammu and Kashmir
28.22952679181776,80.78166605954902,Uttar Pradesh
27.275511788961296,83.47061439688878,Uttar Pradesh
20.397683840766348,83.39836356170417,Odisha
23.768894159849026,75.69908153034339,Madhya Pradesh
26.698437227638408,82.5386795866998,Uttar Pradesh
35.94168470192477,75.25876764950772,Ladakh
20.81537468221967,87.04605247450127,Unknown
15.009823266892482,79.9843998926981,Andhra Pradesh
25.309644200637592,89.86643994799306,Meghalaya
24.031769852362174,69.36841059746371,Gujarat
32.735311695342546,75.40224732393199,Jammu and Kashmir
21.52447003217557,71.7755777779671,Gujarat
23.927339312183562,72.51347786409087,Gujarat
25.95948653943958,92.68149022591751,Assam
