latitude,longitude,state
23.45,92.35,Mizoram
24.349998,91.95,Tripura
23.55,91.25,Tripura
19.95,86.35,Odisha
23.95,94.15,Manipur
26.349998,91.45,Assam
25.149998,92.15,Meghalaya
26.649998,90.75,Assam
21.649998,86.45,Odisha
13.95,78.45,Andhra Pradesh
12.05,77.25,Karnataka
26.649998,89.45,West Bengal
27.149998,97.15,Unknown
34.95,78.95,Ladakh
29.050003,95.25,Arunachal Pradesh
26.149998,91.95,Assam
24.649998,79.75,Madhya Pradesh
29.55,78.65,Uttarakhand
26.95,88.95,West Bengal
29.349998,80.25,Uttarakhand
22.25,92.65,Mizoram
25.05,94.25,Manipur
25.95,92.15,Meghalaya
24.349998,91.95,Tripura
26.349998,90.75,Assam
23.25,91.35,Tripura
25.25,91.05,Meghalaya
18.55,73.35,Maharashtra
27.05,88.05,West Bengal
24.25,93.45,Manipur
10.45,76.65,Kerala
25.55,92.45,Meghalaya
27.45,84.25,Bihar
26.25,90.95,Assam
22.149998,89.05,West Bengal
22.95,92.45,Mizoram
24.849998,92.25,Assam
26.75,93.75,Assam
26.649998,89.55,West Bengal
21.649998,75.55,Madhya Pradesh
27.149998,97.15,Unknown
30.75,77.35,Himachal Pradesh
26.55,90.65,Assam
26.95,88.25,West Bengal
8.45,76.95,Kerala
29.450005,80.25,Uttarakhand
24.95,94.65,Manipur
23.95,94.15,Manipur
24.149998,92.05,Tripura
28.05,97.35,Arunachal Pradesh
25.95,92.25,Assam
27.95,88.15,Sikkim
27.75,91.65,Arunachal Pradesh
27.05,93.05,Arunachal Pradesh
25.349998,92.55,Meghalaya
26.349998,91.65,Assam
30.25,78.45,Uttarakhand
32.25,75.95,Himachal Pradesh
26.849998,89.35,West Bengal
12.95,80.25,Tamilnadu
26.25,92.25,Assam
35.25,73.75,Ladakh
27.25,88.05,Sikkim
27.149998,97.15,Unknown
22.849998,85.15,Jharkhand
21.649998,89.05,Unknown
23.25,91.35,Tripura
22.95,92.45,Mizoram
24.849998,92.25,Assam
26.55,90.65,Assam
25.75,92.15,Meghalaya
10.75,77.05,Tamilnadu
15.65,76.95,Karnataka
26.25,91.15,Assam
29.250004,96.35,Arunachal Pradesh
30.649998,79.95,Uttarakhand
21.25,84.15,Odisha
26.649998,89.55,West Bengal
23.95,94.15,Manipur
24.25,92.05,Tripura
22.149998,87.25,West Bengal
26.149998,91.75,Assam
27.349998,96.55,Arunachal Pradesh
26.95,88.45,West Bengal
8.95,76.55,Kerala
26.149998,92.45,Assam
25.75,80.95,Uttar Pradesh
27.149998,97.15,Unknown
29.450005,80.25,Uttarakhand
26.55,90.85,Assam
25.349998,92.45,Meghalaya
19.05,72.85,Maharashtra
26.849998,89.35,West Bengal
11.050001,76.25,Kerala
33.35,75.15,Jammu and Kashmir
23.149998,80.95,Madhya Pradesh
21.75,79.35,Madhya Pradesh
16.55,82.25,Andhra Pradesh
22.05,71.65,Gujarat
25.95,92.35,Assam
27.149998,88.05,West Bengal
32.55,77.95,Himachal Pradesh
35.55,74.35,Ladakh
28.25,96.45,Arunachal Pradesh
27.45,84.25,Bihar
23.55,91.25,Tripura
24.25,92.95,Mizoram
24.849998,92.25,Assam
22.349998,88.35,West Bengal
26.45,91.75,Assam
26.75,91.05,Assam
27.95,97.35,Arunachal Pradesh
19.85,72.65,Maharashtra
19.95,86.35,Odisha
22.95,92.45,Mizoram
23.149998,91.35,Tripura
24.149998,92.05,Tripura
27.95,88.15,Sikkim
22.95,86.55,West Bengal
27.149998,97.15,Unknown
26.849998,89.35,West Bengal
26.149998,91.75,Assam
25.649998,92.15,Meghalaya
26.45,90.65,Assam
29.649998,80.35,Uttarakhand
21.349998,86.75,Odisha
21.649998,89.05,Unknown
23.45,92.35,Mizoram
24.849998,92.25,Assam
31.55,77.85,Himachal Pradesh
31.75,76.95,Himachal Pradesh
27.149998,88.05,West Bengal
24.25,72.95,Gujarat
12.85,76.65,Karnataka
26.649998,89.55,West Bengal
15.95,73.55,Maharashtra
34.85,74.45,Jammu and Kashmir
27.149998,97.15,Unknown
19.65,84.45,Odisha
26.05,92.05,Assam
26.45,90.75,Assam
25.349998,92.65,Meghalaya
27.849998,82.15,Uttar Pradesh
8.25,77.75,Tamilnadu
9.35,77.25,Kerala
27.149998,88.05,West Bengal
26.25,91.15,Assam
30.25,77.85,Uttar Pradesh
26.649998,89.55,West Bengal
34.95,80.15,Ladakh
29.349998,80.25,Uttarakhand
22.25,93.15,Mizoram
22.149998,89.05,West Bengal
24.149998,92.05,Tripura
23.149998,91.35,Tripura
27.149998,97.15,Unknown
25.95,92.45,Assam
27.55,91.65,Arunachal Pradesh
32.55,75.15,Jammu and Kashmir
21.849998,73.75,Gujarat
