latitude,longitude,state
26.842972586838073,74.24239600969486,Rajasthan
20.93552749148347,73.45416000887462,Gujarat
21.928124793150772,76.3566603407462,Madhya Pradesh
26.961749369209826,72.12169738231296,Rajasthan
15.930175115532364,79.05482945824406,Andhra Pradesh
27.361403347150883,82.31284605299152,Uttar Pradesh
21.73138224625177,78.88893147091039,Madhya Pradesh
24.66242459738021,78.1631346688564,Madhya Pradesh
28.22777089259722,95.85001229948102,Arunachal Pradesh
26.331379528438163,82.73584114300957,Uttar Pradesh
9.818647652889098,77.4206123089798,Tamilnadu
22.795194496225577,78.34582000911632,Madhya Pradesh
25.965558434903016,93.1205111630461,Assam
22.334554844781223,79.01177823557373,Madhya Pradesh
21.502194965423854,77.05722667732789,Maharashtra
23.680949674607575,93.70598269304355,Unknown
21.825691613592994,80.82221125309297,Madhya Pradesh
24.79667107415065,79.67799029730304,Madhya Pradesh
18.0016158919164,75.02162988995451,Maharashtra
12.247268437633778,78.73981228025787,Tamilnadu
26.406054749949703,79.43488645816615,Uttar Pradesh
27.30676234977244,92.6319476652825,Arunachal Pradesh
29.509813733498618,80.31296445879161,Uttarakhand
34.1396370552643,78.15149152063532,Ladakh
24.76851808929473,81.7927242711421,Madhya Pradesh
11.87506781266704,77.00383380638868,Karnataka
32.646393282109955,75.58875065090342,Jammu and Kashmir
19.806709589296048,81.36579616045037,Chhattishgarh
16.3515212178487,73.9059777612747,Maharashtra
23.82103163693489,77.15107347519643,Madhya Pradesh
31.53450697660668,77.78306626060748,Himachal Pradesh
34.91286717991477,75.02993752861948,Ladakh
25.634063251561827,77.47390440636536,Madhya Pradesh
24.236258359746728,76.72700505176272,Rajasthan
15.802283417874236,76.66904409662311,Karnataka
19.114961068808896,82.87794326196945,Odisha
27.286631136959727,79.4050280147776,Uttar Pradesh
22.32656742289538,74.15176873672635,Madhya Pradesh
16.987534587415496,80.05416751540997,Telengana
25.31746189233411,80.49434734840543,Uttar Pradesh
14.532641994079938,76.80298450843202,Karnataka
23.08150103725586,84.84275090603296,Jharkhand
27.171942023314273,84.49499468213435,Bihar
20.655677769738844,83.24705872577033,Odisha
35.55367946852505,75.57585924158866,Ladakh
33.60220661673429,74.1202508571314,Jammu and Kashmir
23.541128369356727,69.9848894844306,Gujarat
35.818828333216686,80.04670361758326,Unknown
25.161615228374274,88.88301555605722,Unknown
16.46389472676833,73.24233590051017,Unknown

