state,longitude,latitude,method,index_right,dtname,stname
UttarPradeshMadhyaPradeshRajasthan,80.55,23.35,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.35,21.65,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,22.45,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.95,22.85,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.95,22.65,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.55,23.35,unconstrained,295,Ratlam,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.05,24.15,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.15,24.45,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,24.05,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.65,23.95,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,23.85,unconstrained,273,Panna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,21.85,unconstrained,33,Balaghat,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.35,22.05,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.35,21.85,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.75,25.65,unconstrained,317,Sheopur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.65,24.65,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,24.95,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,22.25,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.05,22.65,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,23.75,unconstrained,295,Ratlam,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.35,23.85,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.35,22.65,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.25,22.55,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.15,23.65,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.65,25.65,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.55,23.45,unconstrained,313,Shahdol,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.15,24.85,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.05,23.75,unconstrained,289,Rajgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.35,21.95,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,22.95,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.85,23.05,unconstrained,177,Jhabua,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.45,23.15,unconstrained,313,Shahdol,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,22.75,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,21.85,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.45,23.35,unconstrained,313,Shahdol,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,23.55,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.85,22.35,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.65,22.45,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,21.55,unconstrained,371,West Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.65,22.35,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.55,23.45,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.95,21.75,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,23.45,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,22.05,unconstrained,33,Balaghat,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,23.85,unconstrained,11,Agar Malwa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.15,23.75,unconstrained,364,Vidisha,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,26.35,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.55,24.15,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,22.95,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.15,26.45,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.15,23.65,unconstrained,11,Agar Malwa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.65,22.55,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.65,22.65,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,24.95,unconstrained,84,Chhatarpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.55,21.85,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.05,24.75,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,24.65,unconstrained,273,Panna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.45,23.05,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.95,24.45,unconstrained,149,Guna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,23.65,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,26.25,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,22.35,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.15,22.05,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.95,21.95,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.75,22.95,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,24.15,unconstrained,239,Mandsaur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.05,24.55,unconstrained,273,Panna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.45,23.15,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.15,23.45,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.55,24.35,unconstrained,323,Sidhi,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.85,24.95,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.85,23.15,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.75,24.95,unconstrained,84,Chhatarpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,22.65,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.35,23.05,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.15,25.35,unconstrained,84,Chhatarpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.95,23.65,unconstrained,357,Umaria,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,26.15,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,23.05,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.05,22.25,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,23.55,unconstrained,315,Shajapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.35,23.35,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.35,23.65,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.65,23.35,unconstrained,118,Dindori,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.05,24.25,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.75,21.55,unconstrained,75,Burhanpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.65,22.75,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,23.55,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.85,21.75,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.35,22.95,unconstrained,23,Anuppur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,21.45,unconstrained,371,West Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.45,23.35,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,26.25,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.55,22.85,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,26.35,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,25.65,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.35,22.65,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,25.95,unconstrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,22.65,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,21.35,unconstrained,75,Burhanpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,24.65,unconstrained,25,Ashoknagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.15,21.45,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,23.15,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.45,22.45,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.95,25.05,unconstrained,349,Tikamgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.05,23.65,unconstrained,11,Agar Malwa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.55,24.45,unconstrained,239,Mandsaur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.35,26.45,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.95,25.05,unconstrained,149,Guna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.45,24.65,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,24.65,unconstrained,349,Tikamgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.45,22.65,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.35,24.45,unconstrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.85,22.45,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.45,24.15,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,23.65,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.25,21.75,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,22.85,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,22.55,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.35,22.85,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.85,24.95,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,23.05,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.15,25.05,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.95,26.65,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,22.45,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.55,23.95,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.85,25.15,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,22.55,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.75,21.95,unconstrained,126,East Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.55,22.95,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.35,23.15,unconstrained,313,Shahdol,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.15,21.85,unconstrained,33,Balaghat,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.95,24.55,unconstrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.35,22.65,unconstrained,255,Narsimhapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.85,24.45,unconstrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.35,21.25,unconstrained,75,Burhanpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.05,26.45,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.55,21.75,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.35,23.65,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.75,24.75,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.05,25.75,unconstrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.45,23.05,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.55,23.75,unconstrained,289,Rajgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,22.25,unconstrained,126,East Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.25,22.25,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,21.95,unconstrained,33,Balaghat,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.15,21.55,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.05,23.65,unconstrained,11,Agar Malwa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.45,23.95,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,25.05,unconstrained,349,Tikamgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.65,22.65,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,24.05,unconstrained,239,Mandsaur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.15,24.55,unconstrained,149,Guna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,23.65,unconstrained,315,Shajapur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.65,24.75,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,24.05,unconstrained,364,Vidisha,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.85,23.75,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,21.95,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.35,23.05,unconstrained,356,Ujjain,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,23.75,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.55,23.35,unconstrained,313,Shahdol,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.15,23.45,unconstrained,356,Ujjain,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.95,22.15,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.15,22.75,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.75,23.15,unconstrained,309,Sehore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.05,22.25,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,22.65,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,24.55,unconstrained,25,Ashoknagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.05,21.95,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,22.65,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.55,22.65,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.95,26.65,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.45,23.05,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.35,22.05,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.55,23.95,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.55,26.35,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.45,21.55,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.95,21.95,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,24.25,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,22.75,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.55,24.35,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,22.75,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,21.75,unconstrained,371,West Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.45,23.75,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,22.85,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.15,25.15,unconstrained,84,Chhatarpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,23.45,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.05,23.75,unconstrained,11,Agar Malwa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.35,23.15,unconstrained,356,Ujjain,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.05,22.75,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,22.05,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.55,22.55,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.55,23.95,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,24.65,unconstrained,25,Ashoknagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,21.15,unconstrained,75,Burhanpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,22.85,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.25,23.65,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.45,23.85,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.85,24.45,unconstrained,84,Chhatarpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.65,25.05,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.85,24.65,unconstrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.95,25.45,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,23.95,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.55,21.75,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.35,23.85,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,22.05,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.55,25.65,unconstrained,317,Sheopur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,26.15,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,21.85,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.25,21.35,unconstrained,75,Burhanpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.15,22.15,unconstrained,33,Balaghat,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.75,22.55,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,22.55,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.95,24.75,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.55,23.85,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.55,22.75,unconstrained,177,Jhabua,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.65,23.15,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.95,25.05,unconstrained,149,Guna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,23.95,unconstrained,364,Vidisha,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.25,24.15,unconstrained,239,Mandsaur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,24.95,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,23.95,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.85,21.85,unconstrained,126,East Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,22.95,unconstrained,111,Dhar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.35,24.05,unconstrained,239,Mandsaur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,26.15,unconstrained,101,Datia,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.55,22.05,unconstrained,126,East Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,26.35,unconstrained,246,Morena,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,24.25,unconstrained,239,Mandsaur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.05,23.55,unconstrained,289,Rajgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.45,24.35,unconstrained,323,Sidhi,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,22.55,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,22.05,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.15,21.95,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.85,24.95,unconstrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,21.45,unconstrained,371,West Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.95,26.65,unconstrained,62,Bhind,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.65,23.15,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,23.85,unconstrained,11,Agar Malwa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,24.65,unconstrained,25,Ashoknagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,24.95,unconstrained,273,Panna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,23.45,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.15,23.55,unconstrained,356,Ujjain,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,22.25,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.85,24.95,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,22.75,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.55,22.75,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.35,22.65,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,22.15,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.35,23.45,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.55,23.35,unconstrained,295,Ratlam,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.45,24.55,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.15,22.05,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.05,22.05,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.35,24.25,unconstrained,307,Satna,MADHYA PRADESH
