state,longitude,latitude,method,index_right,dtname,stname
UttarPradeshMadhyaPradeshRajasthan,82.25,24.85,unconstrained,244,Mirzapur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.85,26.65,unconstrained,112,Faizabad,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.15,28.75,unconstrained,277,Pilibhit,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.65,26.95,unconstrained,12,Agra,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.65,27.35,unconstrained,329,Sitapur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,26.15,unconstrained,152,Hamirpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.55,26.15,unconstrained,341,Sultanpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,83.05,24.15,unconstrained,331,Sonbhadra,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.85,30.25,unconstrained,300,Saharanpur,UTTAR PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.55,22.45,unconstrained,111,Dhar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.65,22.65,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,22.65,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.85,22.75,unconstrained,165,Indore,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.05,22.95,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.75,23.15,unconstrained,356,Ujjain,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.55,23.15,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,23.15,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.35,23.25,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,23.25,unconstrained,63,Bhopal,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.95,23.25,unconstrained,166,Jabalpur,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.05,23.35,unconstrained,295,Ratlam,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.25,23.55,unconstrained,199,Katni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.75,23.85,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.85,23.85,unconstrained,299,Sagar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.45,23.85,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.65,24.15,unconstrained,326,Singrauli,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,24.25,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.85,24.55,unconstrained,307,Satna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.15,26.25,unconstrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,26.25,unconstrained,150,Gwalior,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.85,24.35,unconstrained,259,Neemuch,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.95,22.85,unconstrained,107,Dewas,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.25,23.25,unconstrained,287,Raisen,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.75,22.45,unconstrained,310,Seoni,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,75.95,21.85,unconstrained,371,West Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.75,23.35,unconstrained,357,Umaria,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.95,22.35,unconstrained,85,Chhindwara,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.75,22.25,unconstrained,57,Betul,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.55,22.95,unconstrained,162,Hoshangabad,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.75,23.55,unconstrained,289,Rajgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.85,22.05,unconstrained,50,Barwani,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,82.15,24.65,unconstrained,297,Rewa,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.15,24.75,unconstrained,273,Panna,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.05,24.25,unconstrained,364,Vidisha,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.55,24.15,unconstrained,323,Sidhi,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,79.25,23.35,unconstrained,98,Damoh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,80.55,22.45,unconstrained,238,Mandla,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,78.95,24.45,unconstrained,349,Tikamgarh,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,76.65,22.05,unconstrained,126,East Nimar,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,77.45,25.55,unconstrained,320,Shivpuri,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,81.75,23.55,unconstrained,313,Shahdol,MADHYA PRADESH
UttarPradeshMadhyaPradeshRajasthan,74.45,23.55,unconstrained,44,Banswara,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.75,23.85,unconstrained,120,Dungarpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.75,24.05,unconstrained,278,Pratapgarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.65,24.55,unconstrained,352,Udaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.15,24.55,unconstrained,178,Jhalawar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.85,24.85,unconstrained,328,Sirohi,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.65,24.85,unconstrained,91,Chittaurgarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.85,25.05,unconstrained,290,Rajsamand,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.85,25.15,unconstrained,219,Kota,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.45,25.15,unconstrained,47,Baran,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.65,25.35,unconstrained,172,Jalor,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.65,25.35,unconstrained,61,Bhilwara,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.65,25.45,unconstrained,74,Bundi,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,71.35,25.75,unconstrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.35,25.75,unconstrained,271,Pali,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.35,26.05,unconstrained,308,Sawai Madhopur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,26.15,unconstrained,350,Tonk,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.95,26.25,unconstrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.05,26.25,unconstrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.05,26.35,unconstrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.65,26.45,unconstrained,13,Ajmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.05,26.55,unconstrained,196,Karauli,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.85,26.65,unconstrained,116,Dhaulpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.85,26.75,unconstrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,26.85,unconstrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.35,26.85,unconstrained,102,Dausa,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.95,26.95,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,26.95,unconstrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.85,26.95,unconstrained,168,Jaipur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.75,27.25,unconstrained,251,Nagaur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.55,27.25,unconstrained,60,Bharatpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.65,27.55,unconstrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.15,27.65,unconstrained,324,Sikar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.25,28.05,unconstrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.35,28.15,unconstrained,181,Jhunjhunun,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.85,28.15,unconstrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.95,28.25,unconstrained,93,Churu,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.25,29.65,unconstrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.85,29.95,unconstrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.25,29.25,unconstrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.85,27.55,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.95,30.15,unconstrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.35,27.15,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.05,24.85,unconstrained,172,Jalor,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.25,28.05,unconstrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.15,28.15,unconstrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.35,29.05,unconstrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.15,27.05,unconstrained,251,Nagaur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.75,23.95,unconstrained,178,Jhalawar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.75,28.05,unconstrained,18,Alwar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.35,27.95,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,71.35,27.85,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.55,23.65,unconstrained,120,Dungarpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,69.75,26.65,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.25,27.05,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,70.95,24.95,unconstrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,71.35,27.25,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.35,28.45,unconstrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.55,29.75,unconstrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,76.75,25.95,unconstrained,308,Sawai Madhopur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.35,28.65,unconstrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.95,30.15,unconstrained,207,Ganganagar,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,71.35,27.35,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.35,28.65,unconstrained,67,Bikaner,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,71.85,26.05,unconstrained,49,Barmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,75.15,28.45,unconstrained,93,Churu,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.55,26.35,unconstrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.85,23.65,unconstrained,278,Pratapgarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.15,27.15,unconstrained,60,Bharatpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.85,29.15,unconstrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,73.45,23.75,unconstrained,120,Dungarpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,72.75,27.05,unconstrained,182,Jodhpur,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,69.95,26.85,unconstrained,169,Jaisalmer,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,77.05,25.15,unconstrained,47,Baran,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,74.35,29.75,unconstrained,153,Hanumangarh,RAJASTHAN
UttarPradeshMadhyaPradeshRajasthan,69.55,26.95,unconstrained,169,Jaisalmer,RAJASTHAN
